assembly_accession	origin	terminus	length
GCF_009739865.1	2700	1372950	2818171
GCF_009739885.1	2700	1372950	2818171
GCF_009740205.1	2700	1372950	2818364
GCF_009769095.1	71700	1460130	2796040
GCF_009857055.1	2899130	1434450	2899307
GCF_009883675.1	98920	1563360	2819961
GCF_009883695.1	562440	2054650	2841969
GCF_009911815.1	2013050	595020	2758612
GCF_009911835.1	2049720	641990	2806864
GCF_009911855.1	1983970	643440	2741466
GCF_009911895.1	2038360	648870	2803947
GCF_009911965.1	1996030	638760	2763968
GCF_009912015.1	1980150	613180	2733044
GCF_009912035.1	2090600	669690	2858867
GCF_009912055.1	1939190	624410	2697945
GCF_009912075.1	2093630	669790	2860390
GCF_009912095.1	2030	1369590	2690371
GCF_009912115.1	2432780	1056720	2760735
GCF_009912155.1	2553130	1133190	2883314
GCF_009912195.1	2054900	667860	2816598
GCF_009912255.1	2029710	606680	2777431
GCF_009912295.1	1520360	139750	2746804
GCF_009912335.1	2060	1403230	2734199
GCF_009912355.1	1992950	620680	2744945
GCF_009912375.1	2002030	594660	2747891
GCF_009912415.1	2030	1387100	2709643
GCF_009912435.1	2180530	687150	2949972
GCF_009912455.1	2060	1339150	2672314
GCF_009912475.1	2572930	1185030	2948281
GCF_009912495.1	2028180	661880	2776423
GCF_009912535.1	2018170	622270	2790390
GCF_009912555.1	2009290	660600	2774422
GCF_009912595.1	2074590	667920	2847876
GCF_009912615.1	1997640	648640	2747791
GCF_009912635.1	2060	1356810	2706366
GCF_009912655.1	2030	1362560	2730743
GCF_009912675.1	2054940	626960	2819041
GCF_009912695.1	2020530	595020	2765656
GCF_009912715.1	2570720	1153480	2896381
GCF_009912735.1	2048600	661730	2798472
GCF_009912755.1	2028170	667620	2781568
GCF_009912775.1	1985570	624640	2738812
GCF_009912795.1	2164070	731040	2933430
GCF_009912815.1	2005330	618410	2752372
GCF_009912835.1	1569000	142850	2848793
GCF_009912855.1	2030	1410190	2779486
GCF_009912875.1	1900100	619010	2720524
GCF_009912895.1	2113910	647120	2870100
GCF_009912915.1	1987390	631150	2752646
GCF_009912935.1	2073210	665630	2840057
GCF_009912955.1	2064930	633560	2842294
GCF_009912975.1	2063670	647120	2823088
GCF_009912995.1	2066160	647120	2824060
GCF_009913015.1	2114100	693140	2870548
GCF_009913035.1	2009000	652370	2768425
GCF_009913055.1	2063170	647540	2819269
GCF_009913075.1	2068140	660700	2821898
GCF_009913095.1	2102760	692470	2860128
GCF_009913115.1	2056330	635480	2804489
GCF_009913135.1	2108030	646880	2863573
GCF_009913155.1	2099900	640400	2853973
GCF_009913175.1	2063310	647310	2819688
GCF_009913195.1	2488100	1086450	2871741
GCF_009913215.1	100	1435740	2814235
GCF_009914455.1	2030	1416310	2784709
GCF_009937785.1	1936470	535600	2876963
GCF_010669265.1	382380	1681320	2848798
GCF_011032785.1	1982610	635610	2752113
GCF_011035105.1	2510	1379480	2791940
GCF_012044215.1	1186620	2548570	2741492
GCF_012044475.1	602970	1921940	2744920
GCF_012974825.1	840	1419560	2746673
GCF_013003945.1	2030	1420380	2860303
GCF_013004085.1	2060	1526910	2883539
GCF_013008375.1	2843430	1399740	2843534
GCF_013046865.1	3030	1446900	2840643
GCF_013046885.1	3030	1401340	2795946
GCF_013187685.1	2540	1432060	2870155
GCF_013305885.1	1953720	641450	2708296
GCF_013305905.1	2077660	641450	2832231
GCF_013305955.1	2089160	736470	2843306
GCF_013307005.1	11200	36050	54059
GCF_013307025.1	2300410	913400	2877709
GCF_013307065.1	729920	2135720	2880561
GCF_013307085.1	2050	1388980	2784836
GCF_013363895.1	2570	1388410	2789663
GCF_013389715.1	2960920	1479140	2969706
GCF_013394425.1	2840830	1381180	2852412
GCF_013415955.1	2570	1464800	2896902
GCF_013467165.1	2843770	1419100	2853017
GCF_013467405.1	100	1443350	2877266
GCF_013836525.1	2570	1479810	2918239
GCF_013836745.1	2865910	1419010	2877083
GCF_014334395.1	2570	1408130	2814784
GCF_014334415.1	2570	1382390	2814788
GCF_014334435.1	2570	1382180	2814662
GCF_014334455.1	2570	1382200	2814823
GCF_014334475.1	2570	1383440	2814954
GCF_014334495.1	2570	1407370	2814929
GCF_014334515.1	2540	1382350	2814854
GCF_014334535.1	2540	1382340	2814765
GCF_014334555.1	2792700	1382360	2814919
GCF_014334575.1	2540	1382310	2814887
GCF_014334595.1	2570	1382340	2814869
GCF_014334615.1	2570	1382310	2814827
GCF_014334635.1	2805490	1382450	2814903
GCF_014334655.1	2570	1382380	2814850
GCF_014334675.1	2570	1382390	2814919
GCF_014334695.1	2804110	1382590	2814892
GCF_014335435.1	60220	1539440	2818135
GCF_014335605.1	2266590	924200	2769829
GCF_014335755.1	2524720	1045750	2818112
GCF_014335895.1	711420	2059380	2788374
GCF_014336015.1	2708720	1292660	2788360
GCF_014336685.1	582090	1959660	2822220
GCF_014336835.1	2220270	827870	2782458
GCF_014336965.1	2127550	722400	2817267
GCF_014336995.1	578610	1969670	2802192
GCF_014337015.1	480670	1916960	2807085
GCF_014337035.1	2117620	745930	2807011
GCF_014337055.1	1511790	101820	2836126
GCF_014337075.1	2081350	677760	2786373
GCF_014337095.1	2177060	707980	2881699
GCF_014337135.1	519320	1924610	2880247
GCF_014792825.1	8690	1394140	2788632
GCF_015219885.1	239190	1655220	2888890
GCF_015219905.1	928080	2346000	2934806
GCF_015219925.1	191820	1604250	2833283
GCF_015220695.1	1662760	286160	2846786
GCF_015224275.1	2200360	791130	2750508
GCF_015244035.1	2842650	1450770	2842754
GCF_015277595.1	2200360	791130	2750408
GCF_015277615.1	651390	1949770	2612544
GCF_015732455.1	2030	1422700	2792190
GCF_015767475.1	2030	1396360	2752938
GCF_015767495.1	2457670	1128600	2839435
GCF_015774815.1	2060	1332020	2731537
GCF_015774835.1	2060	1359460	2726471
GCF_015774855.1	2060	1372990	2738766
GCF_015999445.1	55800	1500730	2840154
GCF_016065215.1	2570	1411500	2827195
GCF_016413705.1	2060	1450260	2820908
GCF_016413725.1	2030	1438400	2793849
GCF_016496025.1	2060	1484200	2882893
GCF_016591995.1	2828830	1376190	2838668
GCF_016727585.1	2751930	1403420	2756709
GCF_016889145.1	20770	1458810	2856112
GCF_016889945.1	600090	2038130	2856112
GCF_016894285.1	2540	1366970	2814946
GCF_017088305.1	2060	1389990	2779154
GCF_017088385.1	10	1397410	2768386
GCF_017161095.1	2030	1350950	2730873
GCF_017328685.1	20	1398760	2769458
GCF_017328705.1	30	1360720	2754973
GCF_017328725.1	20	1382030	2751525
GCF_017328745.1	20	1384770	2681229
GCF_017328765.1	20	1399000	2768002
GCF_017328785.1	30	1393730	2730444
GCF_017328805.1	20	1385090	2681263
GCF_017328825.1	20	1374650	2732917
GCF_017328845.1	30	1377440	2789839
GCF_017328865.1	20	1399450	2737381
GCF_017328885.1	30	1401210	2794579
GCF_017328905.1	30	1425410	2793667
GCF_017328925.1	20	1360370	2678982
GCF_017328945.1	20	1376570	2746167
GCF_017328965.1	30	1373650	2730577
GCF_017328985.1	20	1408060	2798511
GCF_017329005.1	20	1408240	2806436
GCF_017329025.1	30	1370520	2717720
GCF_017329045.1	20	1342560	2707343
GCF_017329065.1	2570	1340550	2732411
GCF_017329085.1	755910	2118860	2784259
GCF_017329105.1	2779490	1318820	2789745
GCF_017329125.1	30	1389730	2759619
GCF_017329145.1	20	1380810	2834070
GCF_017329165.1	30	1390930	2762786
GCF_017329185.1	30	1385500	2713113
GCF_017329205.1	30	1384800	2758836
GCF_017329225.1	30	1387840	2712686
GCF_017329245.1	20	1399060	2769120
GCF_017329265.1	20	1374000	2770194
GCF_017329285.1	30	1362060	2763396
GCF_017329305.1	750	1364190	2769460
GCF_017329325.1	2570	1445320	2772765
GCF_017329345.1	30	1478260	2754316
GCF_017329365.1	20	1374770	2769333
GCF_017329385.1	30	1362180	2758059
GCF_017329405.1	20	1364060	2758027
GCF_017329425.1	20	1302930	2713974
GCF_017329445.1	20	1387530	2755378
GCF_017329465.1	20	1417840	2770739
GCF_017329485.1	2570	1372220	2730510
GCF_017329505.1	30	1352880	2732448
GCF_017329525.1	2836390	1386180	2847634
GCF_017798245.1	424670	1786740	2762291
GCF_018075265.1	1607870	169540	2859879
GCF_018093065.1	2032410	656480	2766936
GCF_018093105.1	2030	1402120	2753746
GCF_018093205.1	1975500	630640	2719347
GCF_018093225.1	100	1361300	2665983
GCF_018135565.1	2060	1412530	2783931
GCF_018141385.1	1517820	144950	2744548
GCF_018336515.1	2118140	657380	2890366
GCF_018336535.1	2042750	642800	2799441
GCF_018399115.1	777520	2209460	2914236
GCF_018409145.1	2133050	734690	2906855
GCF_018502005.1	2775470	1378930	2784749
GCF_018502025.1	2775470	1378930	2784749
GCF_018502045.1	2757930	1405140	2784749
GCF_018502065.1	2775290	1405120	2784749
GCF_018502125.1	2775470	1405140	2784749
GCF_018502145.1	2775470	1378930	2784749
GCF_018502165.1	2775310	1378720	2784749
GCF_018502185.1	2570	1405140	2784749
GCF_018502285.1	2761110	1378900	2784849
GCF_018502365.1	2775470	1378930	2784749
GCF_018513625.1	2775470	1378930	2784749
GCF_900004855.1	1260	1362980	2778079
GCF_900017775.1	2060	1427580	2831681
GCF_900092595.1	2570	1445070	2878896
GCF_900096745.1	2030	1400960	2771577
GCF_900129335.1	2030	1359550	2794437
GCF_900240125.1	21500	1324940	2743952
GCF_900323905.1	1401870	37360	2730986
GCF_900323925.1	1757050	379380	2730154
GCF_900323955.1	1757070	379390	2730181
GCF_900323965.1	1757070	379390	2730180
GCF_900324045.1	1401870	37360	2730983
GCF_900324065.1	1401870	37360	2730984
GCF_900324205.1	1319360	2734190	2858690
GCF_900324215.1	2684730	1179660	2891669
GCF_900324225.1	610620	2004470	2879411
GCF_900324235.1	1792400	165500	2959092
GCF_900324245.1	953610	2459260	2891536
GCF_900324255.1	186480	1624480	2857311
GCF_900324265.1	962400	2340390	2906460
GCF_900324275.1	1736620	324240	2843512
GCF_900324285.1	273760	1640860	2789928
GCF_900324295.1	1379810	2855980	2866864
GCF_900324305.1	1818840	354080	2854964
GCF_900324315.1	1317460	2783770	2910878
GCF_900324325.1	1915130	450320	2868774
GCF_900324335.1	2295960	876390	2871094
GCF_900324345.1	51230	1556350	2922778
GCF_900324355.1	938710	2405380	2811691
GCF_900324365.1	586360	2053040	2862001
GCF_900324385.1	2469580	962780	2904888
GCF_900324405.1	222400	1601690	2897874
GCF_900324415.1	1703200	239360	2875548
GCF_900474525.1	2924160	1401510	2935845
GCF_900474535.1	2030	1376380	2702202
GCF_900474555.1	2050	1367500	2761079
GCF_900474565.1	2060	1380400	2751084
GCF_900474575.1	2951410	1451950	2951503
GCF_900474665.1	2030	1314050	2718283
GCF_900474675.1	2030	1438400	2774360
GCF_900474695.1	70	1456630	2818899
GCF_900474715.1	2030	1462350	2849927
GCF_900474725.1	52810	1673500	2949084
GCF_900474735.1	2869740	1386240	2869819
GCF_900474755.1	2030	1426110	2835275
GCF_900475055.1	100	1404230	2827594
GCF_900478245.1	100	1471440	2902610
GCF_900607245.1	100	1455760	2930439
GCF_900607255.1	2050	1460990	2885009
GCF_900607265.1	3041070	1505400	3051056
GCF_900607275.1	100	1464810	2930188
GCF_900607285.1	2917310	1304830	2936184
GCF_900607295.1	2980120	1460750	2980212
GCF_900607305.1	2999640	1461150	2999728
GCF_900620215.1	2060	1360160	2725220
GCF_900620225.1	2060	1336750	2733460
GCF_900620235.1	2030	1367210	2823292
GCF_900620245.1	3049510	1502490	3049602
GCF_900620255.1	2030	1456440	2889594
GCF_900635095.1	2030	1354210	2749900
GCF_900635245.1	100	1389380	2844405
GCF_900635265.1	2030	1413610	2846632
GCF_900635285.1	2030	1426100	2835265
GCF_900635305.1	2030	1357590	2750707
GCF_900635315.1	2060	1544310	2843795
GCF_900635335.1	100	1445280	2838411
GCF_900635505.1	2030	1397570	2759837
GCF_900635905.1	2030	1399690	2832348
GCF_900636335.1	50	1463370	2859840
GCF_900636695.1	2500310	1105610	2836670
GCF_900637155.1	2626940	1145690	2955381
GCF_903932595.1	2149880	694880	2971047
GCF_903932605.1	2151220	696660	2972382
GCF_001701005.1	820	1210940	2645106
GCF_016028275.1	1739180	326420	2571374
GCF_016724665.1	1174970	2608860	2615100
GCF_016890025.1	1197070	2617080	2621119
GCF_000759555.1	1480460	114280	2500626
GCF_001956655.1	2221200	1042750	2572575
GCF_002085695.1	1510	1348780	2454929
GCF_002215535.1	1917880	776740	2497508
GCF_002749455.1	2043550	940320	2392074
GCF_002749515.1	2052050	968840	2407125
GCF_002850315.1	2662030	1164600	2727549
GCF_002944995.1	1078320	2209230	2497739
GCF_002954055.1	426090	1546600	2485441
GCF_003119275.1	2490400	1115780	2499526
GCF_003325735.1	2080	1363540	2481008
GCF_003812425.1	946810	2107420	2544197
GCF_003856395.1	648020	2005820	2477784
GCF_003856455.1	747590	2066940	2524648
GCF_006094375.1	2080	1353370	2466502
GCF_006337185.1	7240	1368670	2505678
GCF_006337205.1	7510	1336360	2424890
GCF_006337225.1	2830	1337640	2484772
GCF_006742205.1	10670	1342240	2422602
GCF_009685135.1	265660	1605240	2737464
GCF_009769015.1	1308860	76870	2443663
GCF_009769125.1	1491150	359680	2503516
GCF_009873455.1	594670	1753610	2504425
GCF_011038575.1	2448370	1107330	2449132
GCF_011306595.1	832380	2165060	2461239
GCF_011306775.1	350570	1716620	2484750
GCF_011307015.1	883490	2289400	2573983
GCF_011307235.1	2328230	942100	2523089
GCF_011307475.1	624670	1966540	2445451
GCF_011307595.1	2241150	1132320	2453763
GCF_011307695.1	399860	1498190	2440296
GCF_011307715.1	1026260	2150720	2492345
GCF_013317125.1	2170	1385610	2518181
GCF_014334295.1	2440	1367600	2494355
GCF_014489335.1	746630	1878480	2510002
GCF_014490515.1	2310170	940490	2521618
GCF_016026915.1	2193920	1035630	2504445
GCF_016406225.1	2080	1103780	2222669
GCF_016406625.1	1550	1356030	2468349
GCF_016727385.1	368680	1703540	2440373
GCF_016834475.1	2090	1363600	2486893
GCF_016834495.1	2080	1377850	2509266
GCF_016889165.1	606450	1933000	2470062
GCF_016903555.1	2384370	1057820	2470065
GCF_016903575.1	1279760	2388490	2389129
GCF_016904135.1	1729460	390260	2436423
GCF_900086615.2	2743340	1221020	2793003
GCF_900638695.1	2676880	1183810	2750807
GCF_902509485.1	2090	1356770	2480158
GCF_902509495.1	2430	1391410	2526011
GCF_902509505.1	2080	1380710	2533804
GCF_902509515.1	2080	1402020	2556537
GCF_902509525.1	66840	1505960	2619158
GCF_902509535.1	2080	1392880	2529109
GCF_001611955.1	2538970	1138560	2549338
GCF_002906595.1	2090	1421390	2593983
GCF_002906615.1	2090	1428440	2593418
GCF_002952715.2	917660	2104120	2632932
GCF_003596365.3	12740	1496320	2699210
GCF_003956005.1	1264810	2629220	2634118
GCF_005706435.1	30240	1467450	2615683
GCF_006094395.1	9390	1393690	2517618
GCF_009932935.2	2560	1280150	2323296
GCF_015169195.1	1172240	2655750	2715577
GCF_016695195.1	565110	1693450	2502707
GCF_016695445.1	2680	1377260	2511057
GCF_017355005.1	77830	1365350	2341142
GCF_017355025.1	77830	1363640	2339731
GCF_017355045.1	77830	1363640	2339810
GCF_900240195.1	43630	1371840	2426012
GCF_000816085.1	2480	1362090	2472129
GCF_900474585.1	2700	1362320	2472120
GCF_001559115.2	2012790	819990	2647556
GCF_002386185.1	1299400	3460	2702288
GCF_003006055.1	13410	1487070	2679685
GCF_003006075.1	2590	1479360	2685102
GCF_003076375.1	13530	1487470	2680372
GCF_003096155.1	2640	1465030	2661512
GCF_900240105.1	2729140	1202410	2777253
GCF_900474685.1	2510	1520080	2762956
GCF_900636345.2	2540	1473160	2675237
GCF_000706685.1	2533530	976160	2836901
GCF_000709415.1	200	1500330	2757557
GCF_002078255.1	2567790	1027630	2910005
GCF_007814625.1	2070	1522830	2797465
GCF_014267365.1	2160	1508470	2825246
GCF_900240095.1	1773920	279470	2781432
GCF_002954105.1	1813190	594420	2217038
GCF_003812505.1	840920	2056200	2220494
GCF_007814725.1	94930	1306060	2202898
GCF_009730115.1	1295920	312690	2178824
GCF_009730135.1	984850	2262710	2323613
GCF_012273435.1	55910	1141740	2338248
GCF_013267575.1	1869620	675780	2172396
GCF_013364435.1	1590	1143370	2281495
GCF_900240155.1	2014350	784260	2236788
GCF_900240185.1	2015360	786350	2235839
GCF_003571725.1	870	1355050	2515743
GCF_003691405.1	2110	1355020	2466231
GCF_007833855.1	2120	1362770	2473911
GCF_013137955.1	228590	1592140	2483260
GCF_013267715.1	1926700	597570	2417432
GCF_014495745.1	1399990	22210	2508234
GCF_900636255.1	10040	1346120	2430678
GCF_900636265.1	2110	1334760	2451975
GCF_900636385.1	850	1315710	2427576
GCF_003019275.1	1451420	504420	2095131
GCF_900187005.1	1980	1149860	2095116
GCF_001188855.1	1230	1330480	2435632
GCF_001188875.1	1240	1389180	2528396
GCF_001188895.1	1240	1330960	2419762
GCF_001188915.1	1900	1422310	2582931
GCF_001548255.1	1740	1384550	2528077
GCF_004026205.1	1016630	2404430	2539409
GCF_002209165.2	2498890	1241770	2764040
GCF_009259665.1	2146940	872290	2761440
GCF_014217745.1	226950	1720830	2773352
GCF_016067215.1	520580	2016490	2726042
GCF_016067395.1	1176640	2450310	2753139
GCF_016128315.1	2115740	826440	2766899
GCF_016653675.1	2440	1502980	2749757
GCF_016887545.1	2899950	1547940	2912132
GCF_017028865.1	2147100	875990	2759976
GCF_017028935.1	2149440	872240	2759974
GCF_017028955.1	2146940	875990	2759976
GCF_017277335.1	2440	1612310	2932999
GCF_900474615.1	2120	1514350	2811859
GCF_008329785.1	2640430	1190150	2647538
GCF_011604805.1	1352100	4210	2648775
GCF_011604825.1	84150	1302760	2648637
GCF_000970665.2	172390	1351290	2190105
GCF_001281105.1	648970	1745490	2283306
GCF_002073435.2	787920	1806080	2222706
GCF_002386285.1	640390	1634080	2121309
GCF_009730535.1	1367650	345090	2196595
GCF_900475015.1	269140	1471610	2187611
GCF_900475385.1	1970	1124820	2154796
GCF_900636555.1	7820	1171840	2196660
GCF_901543415.1	2090	1147070	2223915
GCF_901544385.1	7830	1150530	2185555
GCF_001983955.1	1933230	971100	1966910
GCF_002386345.1	4140	937770	2053209
GCF_016028175.1	178250	1132560	1913782
GCF_016028255.1	408180	1422210	2024323
GCF_016127555.1	849310	1824590	1931547
GCF_016127735.1	1104150	113510	1994899
GCF_016127915.1	1102210	141120	1905756
GCF_016549395.1	1690150	706510	1969104
GCF_016888845.1	1434570	450930	1969077
GCF_000448685.2	2320	1015200	2100988
GCF_000785515.1	2210	1117880	2188923
GCF_001543085.1	1625690	421670	2191044
GCF_002073835.2	951840	2163270	2259318
GCF_002094955.1	1514460	496370	2108274
GCF_002094975.1	541270	1682630	2199793
GCF_008305695.1	164360	1242100	2242557
GCF_009738205.1	2191200	1086370	2193178
GCF_009738225.1	2220	1104910	2254697
GCF_009738245.1	2191200	1086480	2193173
GCF_013267495.1	1074900	1997840	1999501
GCF_013822985.1	100	1003220	2143863
GCF_016127535.1	2227280	976030	2318817
GCF_900475225.1	2182810	1126520	2184782
GCF_900636435.1	2220	1120690	2206150
GCF_013343115.1	2119710	939990	2358846
GCF_013378355.1	2020	1154390	2342565
GCF_900475045.1	2260	1207170	2449527
GCF_900475275.1	1110	1167390	2331387
GCF_900475505.1	2200	1166930	2296927
GCF_900635155.1	80	1166150	2360223
GCF_000993745.1	2081760	929750	2094898
GCF_001272635.1	2253350	1038340	2255345
GCF_001572685.1	2266060	1012290	2285232
GCF_001610935.1	1057860	5920	2146151
GCF_001640765.1	10	1021490	2142184
GCF_001721625.1	2112340	997910	2131882
GCF_001936415.1	2058140	907220	2094030
GCF_002111405.1	2082830	931010	2095966
GCF_002189695.1	2054830	918000	2067932
GCF_002285535.1	2060820	1022650	2062916
GCF_002285735.1	2575710	1233960	2577759
GCF_002688665.1	2135450	972240	2137649
GCF_002736265.1	2013710	997630	2247350
GCF_002803825.1	2536900	1261960	2538894
GCF_002812525.1	2402120	1181590	2404013
GCF_003144175.1	2194570	1045720	2196724
GCF_003285225.1	2136260	1012310	2138420
GCF_003285245.1	2225930	1052630	2228089
GCF_003288175.1	2241600	1037820	2243598
GCF_003352205.1	2220370	996010	2229183
GCF_003352225.1	2172800	956300	2214693
GCF_004843685.1	2281300	1032200	2283286
GCF_007724845.1	1031370	2071690	2092054
GCF_013488085.1	2065230	924900	2073988
GCF_013488105.1	2219900	983410	2248415
GCF_013488125.1	2061680	926990	2063877
GCF_013488145.1	87910	1308950	2222543
GCF_013488165.1	2144540	957650	2163384
GCF_013488185.1	2180290	979930	2182487
GCF_014192345.1	2125250	1040500	2127449
GCF_014192525.1	2317570	1063070	2319795
GCF_014843055.1	146950	1335840	2172677
GCF_014843075.1	2180490	1048840	2182685
GCF_014843095.1	2029750	907290	2042887
GCF_014874555.1	2113340	1026160	2115437
GCF_015291825.1	2549090	1268130	2551200
GCF_015908885.1	2530	1309800	2495947
GCF_015908985.1	2142610	964240	2144810
GCF_016774475.1	2135980	1005390	2138155
GCF_017309405.1	2326180	1090920	2328375
GCF_017372155.1	2437060	1166260	2440827
GCF_900475585.1	1975290	884580	1984375
GCF_901543625.1	2068450	953340	2070644
GCF_902702745.1	2141240	1030870	2143438
GCF_902702755.1	2029750	907290	2042889
GCF_902702765.1	2290430	1143860	2292626
GCF_902702775.1	2450	1043030	2189829
GCF_902702785.1	2118960	1031030	2120082
GCF_000971665.1	2510	930180	1861792
GCF_001008015.1	2430	929210	1850434
GCF_001280285.1	1664570	672060	1876516
GCF_001514435.1	928910	22820	1787436
GCF_001663795.1	1165440	244590	1856787
GCF_001685375.1	907360	1680	1791656
