assembly_accession	species	subsp	strain
GCF_001900455.1	Escherichia coli		H7
GCF_001900475.1	Escherichia coli		H10
GCF_001900495.1	Escherichia coli		C2
GCF_001900515.1	Escherichia coli		C3
GCF_001900535.1	Escherichia coli		C5
GCF_001900555.1	Escherichia coli		C8
GCF_001900575.1	Escherichia coli		C9
GCF_001900595.1	Escherichia coli		D1
GCF_001900615.1	Escherichia coli		D2
GCF_001900635.1	Escherichia coli		D3
GCF_001900655.1	Escherichia coli		D4
GCF_001900675.1	Escherichia coli		D5
GCF_001900695.1	Escherichia coli		D6
GCF_001900715.1	Escherichia coli		D9
GCF_001900735.1	Escherichia coli		D10
GCF_001900775.1	Escherichia coli		H1
GCF_001900795.1	Escherichia coli		H2
GCF_001900815.1	Escherichia coli		H3
GCF_001900835.1	Escherichia coli		H8
GCF_001900885.1	Escherichia coli		H14
GCF_001900905.1	Escherichia coli		S3
GCF_001900925.1	Escherichia coli		S21
GCF_001900945.1	Escherichia coli		S40
GCF_001900965.1	Escherichia coli		S42
GCF_001900985.1	Escherichia coli		S43
GCF_001901005.1	Escherichia coli		H15
GCF_001901025.1	Escherichia coli		M1
GCF_001901045.1	Escherichia coli		M3
GCF_001901065.1	Escherichia coli		M6
GCF_001901085.1	Escherichia coli		M8
GCF_001901105.1	Escherichia coli		M9
GCF_001901125.1	Escherichia coli		M10
GCF_001901145.1	Escherichia coli		M11
GCF_001901165.1	Escherichia coli		M15
GCF_001901185.1	Escherichia coli		M18
GCF_001901215.1	Escherichia coli		M19
GCF_001901315.1	Escherichia coli		S1
GCF_001901365.1	Escherichia coli		S30
GCF_001901405.1	Escherichia coli		S50
GCF_001901425.1	Escherichia coli		C7
GCF_001901445.1	Escherichia coli		S56
GCF_001901465.1	Escherichia coli		S10
GCF_001932515.1	Escherichia coli		tolC-
GCF_001936315.1	Escherichia coli		SLK172
GCF_001938625.2	Escherichia coli		2016C-3936C1
GCF_001969285.3	Escherichia coli		WCHEC050613
GCF_001971765.1	Escherichia coli		XH990
GCF_001999185.1	Escherichia coli		MGY
GCF_002007705.1	Escherichia coli		NCTC86
GCF_002009315.1	Escherichia coli		MDR_56
GCF_002011945.1	Escherichia coli		Ecol_224
GCF_002011965.1	Escherichia coli		Ecol_276
GCF_002011985.1	Escherichia coli		Ecol_316
GCF_002012005.1	Escherichia coli		Ecol_517
GCF_002012025.1	Escherichia coli		Ecol_542
GCF_002012045.1	Escherichia coli		Ecol_545
GCF_002012065.1	Escherichia coli		Ecol_656
GCF_002012085.1	Escherichia coli		Ecol_AZ146
GCF_002012105.1	Escherichia coli		Ecol_AZ147
GCF_002012125.1	Escherichia coli		Ecol_AZ155
GCF_002012145.1	Escherichia coli		Ecol_AZ159
GCF_002012165.1	Escherichia coli		Ecol_AZ162
GCF_002012205.1	Escherichia coli		Ecol_867
GCF_002012225.1	Escherichia coli		Ecol_881
GCF_002012245.1	Escherichia coli		Ecol_AZ153
GCF_002012265.1	Escherichia coli		Ecol_AZ161
GCF_002012305.1	Escherichia coli		Ecol_244
GCF_002055605.1	Escherichia coli		13E0725
GCF_002055635.1	Escherichia coli		AR_0118
GCF_002056065.1	Escherichia coli		AR_0061
GCF_002056145.1	Escherichia coli		AR_0069
GCF_002056635.1	Escherichia coli		AR_0104
GCF_002057245.1	Escherichia coli		13E0780
GCF_002057355.1	Escherichia coli		13E0767
GCF_002058765.1	Escherichia coli		DSM 103246
GCF_002077195.1	Escherichia coli		FAM21845
GCF_002090355.1	Escherichia coli		BLR(DE3)
GCF_002105735.1	Escherichia coli		CFSAN051542
GCF_002116715.2	Escherichia coli		HB-Coli0
GCF_002118095.1	Escherichia coli		HST04
GCF_002125925.1	Escherichia coli		CH611_eco
GCF_002142675.1	Escherichia coli		Z1002
GCF_002142695.1	Escherichia coli		5CRE51
GCF_002142715.1	Escherichia coli		strain Z247
GCF_002156825.1	Escherichia coli		95JB1
GCF_002156845.1	Escherichia coli		95NR1
GCF_002157245.1	Escherichia coli		81009
GCF_002163655.1	Escherichia coli		KSC9
GCF_002163695.1	Escherichia coli		KSC64
GCF_002163935.1	Escherichia coli		KSC1031
GCF_002163955.1	Escherichia coli		KSC207
GCF_002164595.2	Escherichia coli		WCHEC000837
GCF_002164635.4	Escherichia coli		WCHEC96200
GCF_002164645.3	Escherichia coli		WCHEC4533
GCF_002164865.2	Escherichia coli		WCHEC020032
GCF_002164975.2	Escherichia coli		SCEC020026
GCF_002165095.2	Escherichia coli		SCEC020022
GCF_002165115.2	Escherichia coli		SCEC020001
GCF_002180055.1	Escherichia coli		AR_0149
GCF_002180095.1	Escherichia coli		AR_0119
GCF_002180135.1	Escherichia coli		AR_0162
GCF_002180195.1	Escherichia coli		AR_0058
GCF_002180215.1	Escherichia coli		AR_0151
GCF_002180275.1	Escherichia coli		AR_0128
GCF_002192275.1	Escherichia coli		AR_0114
GCF_002192295.1	Escherichia coli		AR_0150
GCF_002193095.1	Escherichia coli		H105
GCF_002196475.1	Escherichia coli		EC974
GCF_002196495.1	Escherichia coli		EC1515
GCF_002201835.1	Escherichia coli		AR_0137
GCF_002202175.1	Escherichia coli		AR_0055
GCF_002211725.1	Escherichia coli		ABWA45
GCF_002214205.1	Escherichia coli		M160133
GCF_002214745.2	Escherichia coli		FORC_043
GCF_002215095.1	Escherichia coli		PSUO2
GCF_002220215.1	Escherichia coli		E62
GCF_002220265.1	Escherichia coli		FORC_044
GCF_002222535.1	Escherichia coli		AT01
GCF_002234555.1	Escherichia coli		DS1
GCF_002237305.1	Escherichia coli		PAR
GCF_002237325.1	Escherichia coli		WAT
GCF_002246595.2	Escherichia coli		ECCTRSRTH03
GCF_002249955.1	Escherichia coli		CDC#03-98
GCF_002278115.2	Escherichia coli		CFSAN061770
GCF_002285755.1	Escherichia coli		PA45B
GCF_002290225.1	Escherichia coli		646
GCF_002290265.1	Escherichia coli		360/16
GCF_002290325.1	Escherichia coli		NIVEDI C53
GCF_002302315.1	Escherichia coli		ETEC-2265
GCF_002302335.1	Escherichia coli		ETEC-2264
GCF_002310555.1	Escherichia coli		1943
GCF_002310575.1	Escherichia coli		317
GCF_002310595.1	Escherichia coli		144
GCF_002310615.1	Escherichia coli		1190
GCF_002310635.1	Escherichia coli		1105
GCF_002310655.1	Escherichia coli		746
GCF_002310675.1	Escherichia coli		127
GCF_002310695.1	Escherichia coli		1428
GCF_002310715.1	Escherichia coli		1223
GCF_002310735.1	Escherichia coli		1283
GCF_002357875.1	Escherichia coli		MRY15-131
GCF_002357895.1	Escherichia coli		MRY15-117
GCF_002357915.1	Escherichia coli		20Ec-P-124
GCF_002393365.1	Escherichia coli		FDAARGOS_403
GCF_002393465.1	Escherichia coli		FDAARGOS_401
GCF_002494365.2	Escherichia coli		KL53
GCF_002587005.1	Escherichia coli		IMT16316
GCF_002589795.1	Escherichia coli		FDAARGOS_433
GCF_002591135.1	Escherichia coli		FDAARGOS_448
GCF_002634895.1	Escherichia coli		FDAARGOS_434
GCF_002736085.1	Escherichia coli		UFU_EC98
GCF_002741155.1	Escherichia coli		00-3279
GCF_002741235.1	Escherichia coli		90-9276
GCF_002741295.1	Escherichia coli		ATCC 43886
GCF_002741335.1	Escherichia coli		F5656C1
GCF_002741355.1	Escherichia coli		ATCC 43896
GCF_002741535.1	Escherichia coli		F8111-1SC3
GCF_002741555.1	Escherichia coli		F9792
GCF_002761835.1	Escherichia coli		WG5
GCF_002763515.2	Escherichia coli		BH100 substr. MG2014
GCF_002763995.1	Escherichia coli		NQ3
GCF_002764015.1	Escherichia coli		LS4
GCF_002764155.1	Escherichia coli		90-9269
GCF_002764175.1	Escherichia coli		F5176C6
GCF_002786655.1	Escherichia coli		CREC-532
GCF_002787215.1	Escherichia coli		AR_0006
GCF_002787315.1	Escherichia coli		AR_0014
GCF_002787545.1	Escherichia coli		CREC-629
GCF_002787645.1	Escherichia coli		CREC-544
GCF_002787935.1	Escherichia coli		CREC-591
GCF_002788115.1	Escherichia coli		AR_0015
GCF_002788295.1	Escherichia coli		AR_0011
GCF_002796445.1	Escherichia coli		AR_0019
GCF_002796585.1	Escherichia coli		AR_0017
GCF_002803805.1	Escherichia coli		CV839-15
GCF_002803905.1	Escherichia coli		AMA1167
GCF_002804345.2	Escherichia coli		S17-13
GCF_002811555.3	Escherichia coli		WCHEC025943
GCF_002812545.1	Escherichia coli		SC516
GCF_002812685.2	Escherichia coli		S17-20
GCF_002844685.1	Escherichia coli		ExPEC XM
GCF_002846135.1	Escherichia coli		MS8345
GCF_002848225.1	Escherichia coli		DH5alpha
GCF_002850675.4	Escherichia coli		SCEC020023
GCF_002853655.1	Escherichia coli		14EC017
GCF_002853715.1	Escherichia coli		14EC020
GCF_002853805.1	Escherichia coli		14EC029
GCF_002854065.1	Escherichia coli		14EC033
GCF_002855325.1	Escherichia coli		14EC001
GCF_002855415.1	Escherichia coli		14EC007
GCF_002859105.1	Escherichia coli		BH100 substr. MG2017
GCF_002860085.1	Escherichia coli		CRE1540
GCF_002860105.1	Escherichia coli		CRE1493
GCF_002863665.1	Escherichia coli		SMN197SH3
GCF_002863685.1	Escherichia coli		SMN152SH1
GCF_002863845.1	Escherichia coli		STEC299
GCF_002863885.1	Escherichia coli		SMN013SH2
GCF_002870165.1	Escherichia coli		SCEC020007
GCF_002879735.1	Escherichia coli		Ec40
GCF_002879975.1	Escherichia coli		ML35
GCF_002887715.1	Escherichia coli		BH100L substr. MG2017
GCF_002893905.2	Escherichia coli		CV839-06
GCF_002899475.1	Escherichia coli		DH5alpha
GCF_002899495.1	Escherichia coli		CAR
GCF_002899515.1	Escherichia coli		LIM
GCF_002899535.1	Escherichia coli		CIT
GCF_002900305.1	Escherichia coli		BH100N substr. MG2017
GCF_002903105.1	Escherichia coli		ECONIH5
GCF_002903125.1	Escherichia coli		ECONIH6
GCF_002925525.1	Escherichia coli		YDC107
GCF_002934025.1	Escherichia coli		DTU-1
GCF_002934895.1	Escherichia coli		ECONIH4
GCF_002944935.1	Escherichia coli		FDAARGOS_144
GCF_002945135.3	Escherichia coli		WCHEC005237
GCF_002946715.1	Escherichia coli		266917_2
GCF_002948655.1	Escherichia coli		AR_0077
GCF_002951655.1	Escherichia coli		13P477T
GCF_002951675.1	Escherichia coli		Combat2C1
GCF_002951695.1	Escherichia coli		Combat13F7
GCF_002951715.1	Escherichia coli		13KWH46
GCF_002951735.1	Escherichia coli		13P484A
GCF_002951755.1	Escherichia coli		13TMH22
GCF_002951775.1	Escherichia coli		13C1065T
GCF_002951795.1	Escherichia coli		13C1079T
GCF_002951855.1	Escherichia coli		FHI_NMBU_03
GCF_002952095.1	Escherichia coli		Combat11I9
GCF_002952695.1	Escherichia coli		FORC_042
GCF_002952855.1	Escherichia coli		7FA
GCF_002952875.1	Escherichia coli		6FA
GCF_002952895.1	Escherichia coli		6A
GCF_002952915.1	Escherichia coli		3FA
GCF_002952935.1	Escherichia coli		3A
GCF_002952955.1	Escherichia coli		2_0
GCF_002952995.1	Escherichia coli		9A
GCF_002953015.1	Escherichia coli		9FA
GCF_002953035.1	Escherichia coli		8A
GCF_002953055.1	Escherichia coli		5A
GCF_002953075.1	Escherichia coli		2FA
GCF_002953095.1	Escherichia coli		1FA
GCF_002953435.1	Escherichia coli		HS13-1
GCF_002953455.1	Escherichia coli		KBN10P04869
GCF_002953755.1	Escherichia coli		8FA
GCF_002953775.1	Escherichia coli		7A
GCF_002953795.1	Escherichia coli		5FA
GCF_002953815.1	Escherichia coli		4FA
GCF_002953835.1	Escherichia coli		4A
GCF_002953855.1	Escherichia coli		2F_0
GCF_002953875.1	Escherichia coli		2A
GCF_002953895.1	Escherichia coli		1A
GCF_002966755.1	Escherichia coli		WB61
GCF_002968715.1	Escherichia coli		AR_0369
GCF_002968735.1	Escherichia coli		AR_0372
GCF_002968935.1	Escherichia coli		13P460A
GCF_002993265.1	Escherichia coli		AS19-RrmA-
GCF_002996665.1	Escherichia coli		EC11
GCF_002996945.1	Escherichia coli		AR_0081
GCF_002999075.1	Escherichia coli		AR_0374
GCF_003013205.1	Escherichia coli		RM14721
GCF_003017375.1	Escherichia coli		2015C-3163
GCF_003017455.1	Escherichia coli		2015C-3101
GCF_003017555.1	Escherichia coli		2015C-3108
GCF_003017615.1	Escherichia coli		2014C-4135
GCF_003017765.1	Escherichia coli		2013C-3033
GCF_003017805.1	Escherichia coli		2013C-4830
GCF_003017885.1	Escherichia coli		2014C-3741
GCF_003017915.1	Escherichia coli		2014C-3051
GCF_003017935.1	Escherichia coli		2015C-3121
GCF_003017975.1	Escherichia coli		2013C-4361
GCF_003017995.1	Escherichia coli		2014C-3307
GCF_003018035.1	Escherichia coli		2015C-4944
GCF_003018055.1	Escherichia coli		2013C-3252
GCF_003018075.1	Escherichia coli		2013C-3492
GCF_003018095.1	Escherichia coli		2014C-3338
GCF_003018115.1	Escherichia coli		88-3493
GCF_003018135.1	Escherichia coli		2014C-3050
GCF_003018155.1	Escherichia coli		2014C-3061
GCF_003018195.1	Escherichia coli		89-3156
GCF_003018215.1	Escherichia coli		2015C-3905
GCF_003018235.1	Escherichia coli		2012C-4221
GCF_003018255.1	Escherichia coli		2012C-4502
GCF_003018275.1	Escherichia coli		2014C-3097
GCF_003018295.1	Escherichia coli		89-3506
GCF_003018315.1	Escherichia coli		2013C-3513
GCF_003018335.1	Escherichia coli		2013C-4282
GCF_003018355.1	Escherichia coli		00-3076
GCF_003018375.1	Escherichia coli		2013C-4974
GCF_003018395.1	Escherichia coli		2014C-3011
GCF_003018415.1	Escherichia coli		2013C-3304
GCF_003018455.1	Escherichia coli		97-3250
GCF_003018475.1	Escherichia coli		2015C-4136CT1
GCF_003018495.1	Escherichia coli		2015C-4498
GCF_003018515.1	Escherichia coli		2013C-3996
GCF_003018535.1	Escherichia coli		2013C-4081
GCF_003018555.1	Escherichia coli		2013C-4225
GCF_003018575.1	Escherichia coli		2013C-4538
GCF_003018615.1	Escherichia coli		2012EL-2448
GCF_003018635.1	Escherichia coli		86-3153
GCF_003018655.1	Escherichia coli		2013C-3181
GCF_003018695.1	Escherichia coli		2015C-3107
GCF_003018715.1	Escherichia coli		2013C-3277
GCF_003018735.1	Escherichia coli		2014C-3716
GCF_003018755.1	Escherichia coli		2014C-4587
GCF_003018775.1	Escherichia coli		2014C-3655
GCF_003018795.1	Escherichia coli		2012C-4606
GCF_003018815.1	Escherichia coli		2013C-4991
GCF_003018855.1	Escherichia coli		05-3629
GCF_003018875.1	Escherichia coli		2013C-3250
GCF_003018895.1	Escherichia coli		2014C-3057
GCF_003018915.1	Escherichia coli		2011C-4251
GCF_003018935.1	Escherichia coli		2014C-3599
GCF_003018995.1	Escherichia coli		95-3192
GCF_003019015.1	Escherichia coli		88-3001
GCF_003019035.1	Escherichia coli		2014C-3075
GCF_003019055.1	Escherichia coli		2014C-4423
GCF_003019075.1	Escherichia coli		90-3040
GCF_003019095.1	Escherichia coli		95-3322
GCF_003019115.1	Escherichia coli		07-4299
GCF_003019155.1	Escherichia coli		2013C-3264
GCF_003019175.1	Escherichia coli		2013C-4187
GCF_003019215.1	Escherichia coli		2013C-3342
GCF_003020885.1	Escherichia coli		MS7163
GCF_003028775.1	Escherichia coli		E24377A
GCF_003028795.1	Escherichia coli		CFT073
GCF_003028815.1	Escherichia coli		APEC 01
GCF_003030025.1	Escherichia coli		CFSAN064036
GCF_003030245.1	Escherichia coli		CFSAN018748
GCF_003030365.1	Escherichia coli		675SK2
GCF_003031225.1	Escherichia coli		HKUOPY1
GCF_003031735.1	Escherichia coli		165
GCF_003031775.1	Escherichia coli		219
GCF_003031795.1	Escherichia coli		222
GCF_003031815.1	Escherichia coli		190
GCF_003033905.1	Escherichia coli		26561
GCF_003043915.1	Escherichia coli		RM14723
GCF_003051985.2	Escherichia coli		WCHEC005784
GCF_003052625.1	Escherichia coli		Mt1B1
GCF_003052645.1	Escherichia coli		J53
GCF_003052665.1	Escherichia coli		ME8067
GCF_003073815.1	Escherichia coli		AR437
GCF_003073835.1	Escherichia coli		AR435
GCF_003073875.1	Escherichia coli		AR436
GCF_003073955.1	Escherichia coli		AR434
GCF_003076395.1	Escherichia coli		ZJ3920
GCF_003095635.1	Escherichia coli		104
GCF_003111785.1	Escherichia coli		H9Ecoli
GCF_003112045.1	Escherichia coli		H8Ecoli
GCF_003122105.1	Escherichia coli		ECCRA-119
GCF_003172465.2	Escherichia coli		WCHEC035053S1G0
GCF_003176855.1	Escherichia coli		RM10466
GCF_003180975.1	Escherichia coli		DA33133
GCF_003180995.1	Escherichia coli		DA33137
GCF_003181035.1	Escherichia coli		DA33135
GCF_003194125.1	Escherichia coli		H17
GCF_003194265.1	Escherichia coli		CCUG 70745
GCF_003194345.1	Escherichia coli		E41-1
GCF_003203755.1	Escherichia coli		SD134209
GCF_003204155.1	Escherichia coli		AR_0085
GCF_003204955.1	Escherichia coli		2016C-3878
GCF_003231115.1	Escherichia coli		HS30-1
GCF_003254065.1	Escherichia coli		51008369SK1
GCF_003268695.1	Escherichia coli		WCHEC035148
GCF_003287245.1	Escherichia coli		C
GCF_003288275.1	Escherichia coli		RM9975
GCF_003288295.1	Escherichia coli		RM9131
GCF_003288415.1	Escherichia coli		AR_452
GCF_003288455.1	Escherichia coli		AR_451
GCF_003288755.1	Escherichia coli		RTdelA_B_UU3
GCF_003290205.1	Escherichia coli		99-3165
GCF_003308955.1	Escherichia coli		2017C-4109
GCF_003308975.1	Escherichia coli		2017C-4173W12
GCF_003325975.1	Escherichia coli		AMSHJX01
GCF_003336405.1	Escherichia coli		AMSCJX02
GCF_003342715.1	Escherichia coli		CFSAN064035
GCF_003344465.1	Escherichia coli		MCJCHV-1
GCF_003346835.1	Escherichia coli		Es_ST80_L1_NDM_10_2017
GCF_003351385.1	Escherichia coli		Es_ST410_NW1_NDM_09_2017
GCF_003351485.1	Escherichia coli		M16807
GCF_003352325.1	Escherichia coli		SYNB1618
GCF_003352425.1	Escherichia coli		FORC 064
GCF_003355175.1	Escherichia coli		ST2350 Es_ST2350_SE1_NDM_03_2018
GCF_003367575.1	Escherichia coli		ST410
GCF_003367885.1	Escherichia coli		C600
GCF_003402955.1	Escherichia coli		cq9
GCF_003410275.1	Escherichia coli		N3
GCF_003413625.1	Escherichia coli		UK_Dog_Liverpool
GCF_003432305.1	Escherichia coli		2452
GCF_003443795.1	Escherichia coli		E706
GCF_003443815.1	Escherichia coli		E308
GCF_003491165.1	Escherichia coli		FORC_069
GCF_003570765.1	Escherichia coli		GE3 human faeces
GCF_003571665.1	Escherichia coli		AR_0086
GCF_003571685.1	Escherichia coli		AR_0013
GCF_003571765.1	Escherichia coli		ECCWS199
GCF_003571785.1	Escherichia coli		AR_0067
GCF_003571825.1	Escherichia coli		AR_0089
GCF_003627855.1	Escherichia coli		118UI
GCF_003665515.1	Escherichia coli		A18
GCF_003666405.1	Escherichia coli		CHL5009T
GCF_003667385.1	Escherichia coli		BE2-5
GCF_003667405.1	Escherichia coli		W2-5
GCF_003667425.1	Escherichia coli		W5-6
GCF_003691425.1	Escherichia coli		CP53
GCF_003703795.1	Escherichia coli		ECCHD184
GCF_003711005.1	Escherichia coli		L73
GCF_003711045.1	Escherichia coli		WCHEC020031
GCF_003717595.1	Escherichia coli		ER1709
GCF_003790525.1	Escherichia coli		ECCNB12-2
GCF_003812625.1	Escherichia coli		FDAARGOS_536
GCF_003812945.1	Escherichia coli		FDAARGOS_497
GCF_003813145.1	Escherichia coli		50579417
GCF_003856575.1	Escherichia coli		4/2-1
GCF_003856615.1	Escherichia coli		4/0
GCF_003856635.1	Escherichia coli		2/0
GCF_003856655.1	Escherichia coli		4/4
GCF_003856675.1	Escherichia coli		7/2
GCF_003856695.1	Escherichia coli		4/1-1
GCF_003856995.1	Escherichia coli		SA186
GCF_003925895.1	Escherichia coli		M217
GCF_003945445.1	Escherichia coli		WPB121
GCF_003945485.1	Escherichia coli		WPB102
GCF_003956165.1	Escherichia coli		504838
GCF_003956185.1	Escherichia coli		504237
GCF_003956205.1	Escherichia coli		204446
GCF_003956225.1	Escherichia coli		203740
GCF_003956245.1	Escherichia coli		214-4
GCF_003956265.1	Escherichia coli		510016
GCF_003956285.1	Escherichia coli		503829
GCF_003956305.1	Escherichia coli		300709
GCF_003956325.1	Escherichia coli		103605
GCF_003956345.1	Escherichia coli		720632
GCF_003956365.1	Escherichia coli		602354
GCF_003956385.1	Escherichia coli		600468
GCF_003956405.1	Escherichia coli		504239
GCF_003956425.1	Escherichia coli		504211
GCF_003956445.1	Escherichia coli		503440
GCF_003956465.1	Escherichia coli		503025
GCF_003956485.1	Escherichia coli		120899
GCF_003966425.1	Escherichia coli		E2855
GCF_003966445.1	Escherichia coli		E2863
GCF_003966465.1	Escherichia coli		E2865
GCF_003966775.1	Escherichia coli		SK1144
GCF_003971215.1	Escherichia coli		L37
GCF_003991155.1	Escherichia coli		EC17GD31
GCF_003999775.1	Escherichia coli		C4435
GCF_003999795.1	Escherichia coli		L65
GCF_003999815.1	Escherichia coli		L100
GCF_003999835.1	Escherichia coli		L41-1
GCF_003999855.1	Escherichia coli		L53
GCF_004006575.1	Escherichia coli		ECCNB20-2
GCF_004010575.1	Escherichia coli		2009C-3554
GCF_004010595.1	Escherichia coli		2009C-3378
GCF_004010615.1	Escherichia coli		08-3918
GCF_004010635.1	Escherichia coli		06-3462
GCF_004010655.1	Escherichia coli		2009C-4687
GCF_004010675.1	Escherichia coli		2010C-3347
GCF_004010695.1	Escherichia coli		2010C-3142
GCF_004010715.1	Escherichia coli		08-3914
GCF_004011015.1	Escherichia coli		E-1246
GCF_004014735.1	Escherichia coli		L103-2
GCF_004022505.2	Escherichia coli		MT102
GCF_004088295.1	Escherichia coli		EC25
GCF_004114395.1	Escherichia coli		RS571
GCF_004116595.1	Escherichia coli		BR03-DEC
GCF_004116695.1	Escherichia coli		BR07-DEC
GCF_004116795.1	Escherichia coli		BR10-DEC
GCF_004116815.1	Escherichia coli		BR12-DEC
GCF_004116835.1	Escherichia coli		BR02-DEC
GCF_004116855.1	Escherichia coli		BR14-DEC
GCF_004116875.1	Escherichia coli		BR25-DEC
GCF_004116895.1	Escherichia coli		BR29-DEC
GCF_004116915.1	Escherichia coli		BR32-DEC
GCF_004116935.1	Escherichia coli		BR64-DEC
GCF_004118895.1	Escherichia coli		BR43-DEC
GCF_004135125.1	Escherichia coli		NissleGFP_pZE21
GCF_004135165.1	Escherichia coli		U13A
GCF_004135775.1	Escherichia coli		CRE1
GCF_004135815.1	Escherichia coli		CRE10
GCF_004135915.1	Escherichia coli		U14A
GCF_004138625.1	Escherichia coli		Ec-20Lar
GCF_004138645.1	Escherichia coli		Ec-2Lar
GCF_004141955.1	Escherichia coli		U12A
GCF_004193755.1	Escherichia coli		U15A
GCF_004295365.1	Escherichia coli		WCHEC025970
GCF_004299805.1	Escherichia coli		S65EC
GCF_004301465.1	Escherichia coli		L725
